year,college_code,branch_code,category,gender,predicted_closing_rank,confidence_score,methodology
2026,OUCE,ECE,EWS,Female,22,73.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,OC,General,31,78.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,OC,Female,31,86.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-A,General,72,79.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-A,Female,89,89.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-B,General,53,80.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-B,Female,64,81.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-C,General,85,80.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-C,Female,103,82.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-D,General,61,92.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-D,Female,76,90.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-E,General,100,84.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,BC-E,Female,114,87.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,SC,General,149,78.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,SC,Female,187,90.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,ST,General,175,85.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,ST,Female,207,80.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,EWS,General,33,86.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,EEE,EWS,Female,44,75.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,OC,General,49,86.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,OC,Female,52,89.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-A,General,113,74.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-A,Female,143,84.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-B,General,78,89.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-B,Female,96,80.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-C,General,144,87.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-C,Female,159,77.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-D,General,102,82.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-D,Female,120,81.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-E,General,164,78.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,BC-E,Female,193,79.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,SC,General,252,90.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,SC,Female,302,91.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,ST,General,262,84.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,ST,Female,353,87.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,EWS,General,59,89.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,CIV,EWS,Female,72,78.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,OC,General,60,81.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,OC,Female,68,85.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-A,General,145,82.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-A,Female,173,73.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-B,General,115,85.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-B,Female,123,78.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-C,General,173,81.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-C,Female,210,90.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-D,General,127,90.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-D,Female,139,91.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-E,General,225,84.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,BC-E,Female,261,94.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,SC,General,319,83.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,SC,Female,351,87.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,ST,General,339,87.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,ST,Female,437,79.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,EWS,General,77,79.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,OUCE,MEC,EWS,Female,101,90.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,OC,General,5,82.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,OC,Female,6,84.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-A,General,13,73.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-A,Female,18,85.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-B,General,10,82.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-B,Female,13,90.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-C,General,15,88.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-C,Female,21,76.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-D,General,11,89.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-D,Female,13,76.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-E,General,21,85.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,BC-E,Female,22,83.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,SC,General,31,89.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,SC,Female,34,79.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,ST,General,37,83.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,ST,Female,41,78.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,EWS,General,7,82.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSE,EWS,Female,8,79.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,OC,General,7,95.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,OC,Female,7,82.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-A,General,15,80.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-A,Female,22,92.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-B,General,12,89.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-B,Female,14,78.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-C,General,21,79.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-C,Female,28,86.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-D,General,13,83.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-D,Female,18,87.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-E,General,23,82.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,BC-E,Female,27,72.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,SC,General,37,86.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,SC,Female,39,83.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,ST,General,41,86.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,ST,Female,51,83.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,EWS,General,8,83.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CSM,EWS,Female,11,83.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,OC,General,8,75.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,OC,Female,9,77.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-A,General,22,75.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-A,Female,26,83.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-B,General,15,80.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-B,Female,19,91.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-C,General,27,81.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-C,Female,29,82.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-D,General,16,79.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-D,Female,21,85.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-E,General,30,89.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,BC-E,Female,37,83.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,SC,General,45,85.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,SC,Female,58,82.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,ST,General,52,82.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,ST,Female,64,83.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,EWS,General,11,72.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,IT,EWS,Female,12,79.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,OC,General,14,72.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,OC,Female,19,86.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-A,General,37,85.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-A,Female,48,92.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-B,General,27,95.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-B,Female,33,84.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-C,General,45,77.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-C,Female,48,82.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-D,General,27,90.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-D,Female,34,77.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-E,General,54,89.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,BC-E,Female,66,90.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,SC,General,77,85.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,SC,Female,88,88.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,ST,General,87,85.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,ST,Female,102,86.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,EWS,General,16,81.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,ECE,EWS,Female,21,68.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,OC,General,29,75.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,OC,Female,33,85.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-A,General,73,80.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-A,Female,88,82.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-B,General,56,88.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-B,Female,58,71.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-C,General,94,87.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-C,Female,109,84.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-D,General,58,86.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-D,Female,75,82.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-E,General,108,80.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,BC-E,Female,117,77.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,SC,General,139,67.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,SC,Female,169,87.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,ST,General,183,85.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,ST,Female,209,86.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,EWS,General,39,78.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,EEE,EWS,Female,49,88.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,OC,General,44,81.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,OC,Female,51,80.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-A,General,115,88.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-A,Female,133,82.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-B,General,85,91.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-B,Female,108,76.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-C,General,144,74.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-C,Female,192,85.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-D,General,98,79.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-D,Female,120,81.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-E,General,176,85.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,BC-E,Female,214,85.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,SC,General,245,76.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,SC,Female,276,81.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,ST,General,274,76.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,ST,Female,337,79.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,EWS,General,64,77.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,CIV,EWS,Female,72,81.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,OC,General,60,85.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,OC,Female,72,83.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-A,General,148,86.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-A,Female,177,85.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-B,General,101,76.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-B,Female,136,88.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-C,General,187,78.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-C,Female,219,83.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-D,General,124,88.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-D,Female,140,86.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-E,General,216,78.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,BC-E,Female,274,90.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,SC,General,286,92.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,SC,Female,345,74.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,ST,General,371,88.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,ST,Female,419,91.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,EWS,General,77,80.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,JNTH,MEC,EWS,Female,96,81.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,CBIT,CSE,OC,General,6,95.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,CBIT,CSE,OC,Female,8,83.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,CBIT,CSE,BC-A,General,18,87.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
