year,round,college_code,branch_code,category,gender,closing_rank
2023,1,CBIT,CSE,SC,General,36
2023,1,CBIT,CSE,SC,Female,42
2023,1,CBIT,CSE,ST,General,40
2023,1,CBIT,CSE,ST,Female,54
2023,1,CBIT,CSE,EWS,General,8
2023,1,CBIT,CSE,EWS,Female,8
2023,1,CBIT,CSM,OC,General,8
2023,1,CBIT,CSM,OC,Female,8
2023,1,CBIT,CSM,BC-A,General,20
2023,1,CBIT,CSM,BC-A,Female,26
2023,1,CBIT,CSM,BC-B,General,12
2023,1,CBIT,CSM,BC-B,Female,15
2023,1,CBIT,CSM,BC-C,General,20
2023,1,CBIT,CSM,BC-C,Female,28
2023,1,CBIT,CSM,BC-D,General,14
2023,1,CBIT,CSM,BC-D,Female,19
2023,1,CBIT,CSM,BC-E,General,29
2023,1,CBIT,CSM,BC-E,Female,30
2023,1,CBIT,CSM,SC,General,41
2023,1,CBIT,CSM,SC,Female,44
2023,1,CBIT,CSM,ST,General,47
2023,1,CBIT,CSM,ST,Female,63
2023,1,CBIT,CSM,EWS,General,11
2023,1,CBIT,CSM,EWS,Female,10
2023,1,CBIT,IT,OC,General,9
2023,1,CBIT,IT,OC,Female,11
2023,1,CBIT,IT,BC-A,General,21
2023,1,CBIT,IT,BC-A,Female,32
2023,1,CBIT,IT,BC-B,General,18
2023,1,CBIT,IT,BC-B,Female,19
2023,1,CBIT,IT,BC-C,General,31
2023,1,CBIT,IT,BC-C,Female,36
2023,1,CBIT,IT,BC-D,General,19
2023,1,CBIT,IT,BC-D,Female,20
2023,1,CBIT,IT,BC-E,General,30
2023,1,CBIT,IT,BC-E,Female,46
2023,1,CBIT,IT,SC,General,55
2023,1,CBIT,IT,SC,Female,60
2023,1,CBIT,IT,ST,General,65
2023,1,CBIT,IT,ST,Female,73
2023,1,CBIT,IT,EWS,General,11
2023,1,CBIT,IT,EWS,Female,13
2023,1,CBIT,ECE,OC,General,15
2023,1,CBIT,ECE,OC,Female,22
2023,1,CBIT,ECE,BC-A,General,44
2023,1,CBIT,ECE,BC-A,Female,54
2023,1,CBIT,ECE,BC-B,General,33
2023,1,CBIT,ECE,BC-B,Female,32
2023,1,CBIT,ECE,BC-C,General,45
2023,1,CBIT,ECE,BC-C,Female,52
2023,1,CBIT,ECE,BC-D,General,35
2023,1,CBIT,ECE,BC-D,Female,44
2023,1,CBIT,ECE,BC-E,General,56
2023,1,CBIT,ECE,BC-E,Female,71
2023,1,CBIT,ECE,SC,General,73
2023,1,CBIT,ECE,SC,Female,111
2023,1,CBIT,ECE,ST,General,109
2023,1,CBIT,ECE,ST,Female,135
2023,1,CBIT,ECE,EWS,General,23
2023,1,CBIT,ECE,EWS,Female,28
2023,1,CBIT,EEE,OC,General,28
2023,1,CBIT,EEE,OC,Female,42
2023,1,CBIT,EEE,BC-A,General,78
2023,1,CBIT,EEE,BC-A,Female,111
2023,1,CBIT,EEE,BC-B,General,64
2023,1,CBIT,EEE,BC-B,Female,79
2023,1,CBIT,EEE,BC-C,General,108
2023,1,CBIT,EEE,BC-C,Female,110
2023,1,CBIT,EEE,BC-D,General,71
2023,1,CBIT,EEE,BC-D,Female,69
2023,1,CBIT,EEE,BC-E,General,128
2023,1,CBIT,EEE,BC-E,Female,153
2023,1,CBIT,EEE,SC,General,151
2023,1,CBIT,EEE,SC,Female,216
2023,1,CBIT,EEE,ST,General,195
2023,1,CBIT,EEE,ST,Female,223
2023,1,CBIT,EEE,EWS,General,46
2023,1,CBIT,EEE,EWS,Female,47
2023,1,CBIT,CIV,OC,General,45
2023,1,CBIT,CIV,OC,Female,57
2023,1,CBIT,CIV,BC-A,General,125
2023,1,CBIT,CIV,BC-A,Female,175
2023,1,CBIT,CIV,BC-B,General,108
2023,1,CBIT,CIV,BC-B,Female,106
2023,1,CBIT,CIV,BC-C,General,165
2023,1,CBIT,CIV,BC-C,Female,184
2023,1,CBIT,CIV,BC-D,General,120
2023,1,CBIT,CIV,BC-D,Female,128
2023,1,CBIT,CIV,BC-E,General,209
2023,1,CBIT,CIV,BC-E,Female,196
2023,1,CBIT,CIV,SC,General,301
2023,1,CBIT,CIV,SC,Female,286
2023,1,CBIT,CIV,ST,General,360
2023,1,CBIT,CIV,ST,Female,353
2023,1,CBIT,CIV,EWS,General,60
2023,1,CBIT,CIV,EWS,Female,80
2023,1,CBIT,MEC,OC,General,70
2023,1,CBIT,MEC,OC,Female,74
2023,1,CBIT,MEC,BC-A,General,170
2023,1,CBIT,MEC,BC-A,Female,198
2023,1,CBIT,MEC,BC-B,General,114
2023,1,CBIT,MEC,BC-B,Female,145
2023,1,CBIT,MEC,BC-C,General,183
2023,1,CBIT,MEC,BC-C,Female,252
2023,1,CBIT,MEC,BC-D,General,112
2023,1,CBIT,MEC,BC-D,Female,178
2023,1,CBIT,MEC,BC-E,General,233
2023,1,CBIT,MEC,BC-E,Female,295
2023,1,CBIT,MEC,SC,General,353
2023,1,CBIT,MEC,SC,Female,416
2023,1,CBIT,MEC,ST,General,379
2023,1,CBIT,MEC,ST,Female,413
2023,1,CBIT,MEC,EWS,General,90
2023,1,CBIT,MEC,EWS,Female,97
2023,1,VASE,CSE,OC,General,7
2023,1,VASE,CSE,OC,Female,10
2023,1,VASE,CSE,BC-A,General,21
2023,1,VASE,CSE,BC-A,Female,23
2023,1,VASE,CSE,BC-B,General,14
2023,1,VASE,CSE,BC-B,Female,17
2023,1,VASE,CSE,BC-C,General,24
2023,1,VASE,CSE,BC-C,Female,27
2023,1,VASE,CSE,BC-D,General,14
2023,1,VASE,CSE,BC-D,Female,19
2023,1,VASE,CSE,BC-E,General,32
2023,1,VASE,CSE,BC-E,Female,36
2023,1,VASE,CSE,SC,General,46
2023,1,VASE,CSE,SC,Female,51
2023,1,VASE,CSE,ST,General,46
2023,1,VASE,CSE,ST,Female,60
2023,1,VASE,CSE,EWS,General,9
2023,1,VASE,CSE,EWS,Female,12
2023,1,VASE,CSM,OC,General,9
2023,1,VASE,CSM,OC,Female,12
2023,1,VASE,CSM,BC-A,General,25
2023,1,VASE,CSM,BC-A,Female,29
2023,1,VASE,CSM,BC-B,General,17
2023,1,VASE,CSM,BC-B,Female,19
2023,1,VASE,CSM,BC-C,General,29
2023,1,VASE,CSM,BC-C,Female,39
2023,1,VASE,CSM,BC-D,General,21
2023,1,VASE,CSM,BC-D,Female,21
2023,1,VASE,CSM,BC-E,General,30
2023,1,VASE,CSM,BC-E,Female,41
2023,1,VASE,CSM,SC,General,51
2023,1,VASE,CSM,SC,Female,56
2023,1,VASE,CSM,ST,General,65
2023,1,VASE,CSM,ST,Female,76
2023,1,VASE,CSM,EWS,General,13
2023,1,VASE,CSM,EWS,Female,14
2023,1,VASE,IT,OC,General,11
2023,1,VASE,IT,OC,Female,12
2023,1,VASE,IT,BC-A,General,28
2023,1,VASE,IT,BC-A,Female,36
2023,1,VASE,IT,BC-B,General,24
2023,1,VASE,IT,BC-B,Female,23
2023,1,VASE,IT,BC-C,General,36
2023,1,VASE,IT,BC-C,Female,46
2023,1,VASE,IT,BC-D,General,22
2023,1,VASE,IT,BC-D,Female,31
2023,1,VASE,IT,BC-E,General,43
2023,1,VASE,IT,BC-E,Female,47
2023,1,VASE,IT,SC,General,64
2023,1,VASE,IT,SC,Female,63
2023,1,VASE,IT,ST,General,79
2023,1,VASE,IT,ST,Female,96
2023,1,VASE,IT,EWS,General,14
2023,1,VASE,IT,EWS,Female,18
2023,1,VASE,ECE,OC,General,18
2023,1,VASE,ECE,OC,Female,28
2023,1,VASE,ECE,BC-A,General,51
2023,1,VASE,ECE,BC-A,Female,53
2023,1,VASE,ECE,BC-B,General,34
2023,1,VASE,ECE,BC-B,Female,49
2023,1,VASE,ECE,BC-C,General,61
2023,1,VASE,ECE,BC-C,Female,80
2023,1,VASE,ECE,BC-D,General,43
2023,1,VASE,ECE,BC-D,Female,56
2023,1,VASE,ECE,BC-E,General,74
2023,1,VASE,ECE,BC-E,Female,98
2023,1,VASE,ECE,SC,General,115
2023,1,VASE,ECE,SC,Female,127
2023,1,VASE,ECE,ST,General,131
2023,1,VASE,ECE,ST,Female,148
2023,1,VASE,ECE,EWS,General,29
2023,1,VASE,ECE,EWS,Female,32
2023,1,VASE,EEE,OC,General,46
2023,1,VASE,EEE,OC,Female,53
2023,1,VASE,EEE,BC-A,General,102
2023,1,VASE,EEE,BC-A,Female,114
2023,1,VASE,EEE,BC-B,General,68
2023,1,VASE,EEE,BC-B,Female,92
2023,1,VASE,EEE,BC-C,General,133
2023,1,VASE,EEE,BC-C,Female,149
2023,1,VASE,EEE,BC-D,General,85
2023,1,VASE,EEE,BC-D,Female,92
2023,1,VASE,EEE,BC-E,General,126
2023,1,VASE,EEE,BC-E,Female,162
2023,1,VASE,EEE,SC,General,192
2023,1,VASE,EEE,SC,Female,234
2023,1,VASE,EEE,ST,General,250
2023,1,VASE,EEE,ST,Female,264
2023,1,VASE,EEE,EWS,General,49
2023,1,VASE,EEE,EWS,Female,68
2023,1,VASE,CIV,OC,General,70
2023,1,VASE,CIV,OC,Female,68
2023,1,VASE,CIV,BC-A,General,160
2023,1,VASE,CIV,BC-A,Female,200
2023,1,VASE,CIV,BC-B,General,115
2023,1,VASE,CIV,BC-B,Female,130
2023,1,VASE,CIV,BC-C,General,193
2023,1,VASE,CIV,BC-C,Female,266
2023,1,VASE,CIV,BC-D,General,135
2023,1,VASE,CIV,BC-D,Female,167
2023,1,VASE,CIV,BC-E,General,255
2023,1,VASE,CIV,BC-E,Female,299
2023,1,VASE,CIV,SC,General,318
2023,1,VASE,CIV,SC,Female,337
2023,1,VASE,CIV,ST,General,378
2023,1,VASE,CIV,ST,Female,511
2023,1,VASE,CIV,EWS,General,94
2023,1,VASE,CIV,EWS,Female,116
2023,1,VASE,MEC,OC,General,80
2023,1,VASE,MEC,OC,Female,106
2023,1,VASE,MEC,BC-A,General,209
2023,1,VASE,MEC,BC-A,Female,255
2023,1,VASE,MEC,BC-B,General,136
2023,1,VASE,MEC,BC-B,Female,163
2023,1,VASE,MEC,BC-C,General,242
2023,1,VASE,MEC,BC-C,Female,255
2023,1,VASE,MEC,BC-D,General,156
2023,1,VASE,MEC,BC-D,Female,208
2023,1,VASE,MEC,BC-E,General,280
2023,1,VASE,MEC,BC-E,Female,311
2023,1,VASE,MEC,SC,General,408
2023,1,VASE,MEC,SC,Female,439
2023,1,VASE,MEC,ST,General,513
2023,1,VASE,MEC,ST,Female,509
2023,1,VASE,MEC,EWS,General,103
2023,1,VASE,MEC,EWS,Female,131
2023,1,VNRV,CSE,OC,General,8
2023,1,VNRV,CSE,OC,Female,12
2023,1,VNRV,CSE,BC-A,General,22
2023,1,VNRV,CSE,BC-A,Female,29
2023,1,VNRV,CSE,BC-B,General,15
2023,1,VNRV,CSE,BC-B,Female,20
2023,1,VNRV,CSE,BC-C,General,27
2023,1,VNRV,CSE,BC-C,Female,33
2023,1,VNRV,CSE,BC-D,General,21
2023,1,VNRV,CSE,BC-D,Female,22
2023,1,VNRV,CSE,BC-E,General,37
2023,1,VNRV,CSE,BC-E,Female,45
2023,1,VNRV,CSE,SC,General,45
2023,1,VNRV,CSE,SC,Female,51
2023,1,VNRV,CSE,ST,General,50
2023,1,VNRV,CSE,ST,Female,72
2023,1,VNRV,CSE,EWS,General,14
2023,1,VNRV,CSE,EWS,Female,14
2023,1,VNRV,CSM,OC,General,12
2023,1,VNRV,CSM,OC,Female,15
2023,1,VNRV,CSM,BC-A,General,31
2023,1,VNRV,CSM,BC-A,Female,38
2023,1,VNRV,CSM,BC-B,General,24
2023,1,VNRV,CSM,BC-B,Female,23
2023,1,VNRV,CSM,BC-C,General,30
2023,1,VNRV,CSM,BC-C,Female,38
2023,1,VNRV,CSM,BC-D,General,21
2023,1,VNRV,CSM,BC-D,Female,29
2023,1,VNRV,CSM,BC-E,General,42
2023,1,VNRV,CSM,BC-E,Female,45
2023,1,VNRV,CSM,SC,General,62
2023,1,VNRV,CSM,SC,Female,76
2023,1,VNRV,CSM,ST,General,64
2023,1,VNRV,CSM,ST,Female,88
2023,1,VNRV,CSM,EWS,General,16
2023,1,VNRV,CSM,EWS,Female,16
2023,1,VNRV,IT,OC,General,16
2023,1,VNRV,IT,OC,Female,20
2023,1,VNRV,IT,BC-A,General,32
2023,1,VNRV,IT,BC-A,Female,38
2023,1,VNRV,IT,BC-B,General,25
2023,1,VNRV,IT,BC-B,Female,33
2023,1,VNRV,IT,BC-C,General,50
2023,1,VNRV,IT,BC-C,Female,51
2023,1,VNRV,IT,BC-D,General,31
2023,1,VNRV,IT,BC-D,Female,31
2023,1,VNRV,IT,BC-E,General,54
2023,1,VNRV,IT,BC-E,Female,64
2023,1,VNRV,IT,SC,General,65
2023,1,VNRV,IT,SC,Female,96
2023,1,VNRV,IT,ST,General,98
2023,1,VNRV,IT,ST,Female,110
2023,1,VNRV,IT,EWS,General,17
2023,1,VNRV,IT,EWS,Female,26
2023,1,VNRV,ECE,OC,General,26
2023,1,VNRV,ECE,OC,Female,28
2023,1,VNRV,ECE,BC-A,General,60
2023,1,VNRV,ECE,BC-A,Female,71
2023,1,VNRV,ECE,BC-B,General,44
2023,1,VNRV,ECE,BC-B,Female,50
2023,1,VNRV,ECE,BC-C,General,82
2023,1,VNRV,ECE,BC-C,Female,97
2023,1,VNRV,ECE,BC-D,General,43
2023,1,VNRV,ECE,BC-D,Female,67
2023,1,VNRV,ECE,BC-E,General,90
2023,1,VNRV,ECE,BC-E,Female,114
2023,1,VNRV,ECE,SC,General,131
2023,1,VNRV,ECE,SC,Female,145
2023,1,VNRV,ECE,ST,General,158
2023,1,VNRV,ECE,ST,Female,203
2023,1,VNRV,ECE,EWS,General,29
2023,1,VNRV,ECE,EWS,Female,42
2023,1,VNRV,EEE,OC,General,50
2023,1,VNRV,EEE,OC,Female,59
2023,1,VNRV,EEE,BC-A,General,121
2023,1,VNRV,EEE,BC-A,Female,158
2023,1,VNRV,EEE,BC-B,General,82
2023,1,VNRV,EEE,BC-B,Female,118
2023,1,VNRV,EEE,BC-C,General,163
2023,1,VNRV,EEE,BC-C,Female,156
2023,1,VNRV,EEE,BC-D,General,110
2023,1,VNRV,EEE,BC-D,Female,109
2023,1,VNRV,EEE,BC-E,General,171
2023,1,VNRV,EEE,BC-E,Female,214
2023,1,VNRV,EEE,SC,General,238
2023,1,VNRV,EEE,SC,Female,255
2023,1,VNRV,EEE,ST,General,328
2023,1,VNRV,EEE,ST,Female,322
2023,1,VNRV,EEE,EWS,General,58
2023,1,VNRV,EEE,EWS,Female,84
2023,1,VNRV,CIV,OC,General,75
2023,1,VNRV,CIV,OC,Female,105
2023,1,VNRV,CIV,BC-A,General,209
2023,1,VNRV,CIV,BC-A,Female,221
2023,1,VNRV,CIV,BC-B,General,121
2023,1,VNRV,CIV,BC-B,Female,194
2023,1,VNRV,CIV,BC-C,General,208
2023,1,VNRV,CIV,BC-C,Female,303
2023,1,VNRV,CIV,BC-D,General,157
2023,1,VNRV,CIV,BC-D,Female,204
2023,1,VNRV,CIV,BC-E,General,293
2023,1,VNRV,CIV,BC-E,Female,347
2023,1,VNRV,CIV,SC,General,394
2023,1,VNRV,CIV,SC,Female,516
2023,1,VNRV,CIV,ST,General,417
2023,1,VNRV,CIV,ST,Female,522
2023,1,VNRV,CIV,EWS,General,108
2023,1,VNRV,CIV,EWS,Female,116
2023,1,VNRV,MEC,OC,General,101
2023,1,VNRV,MEC,OC,Female,117
2023,1,VNRV,MEC,BC-A,General,249
2023,1,VNRV,MEC,BC-A,Female,290
2023,1,VNRV,MEC,BC-B,General,191
2023,1,VNRV,MEC,BC-B,Female,202
2023,1,VNRV,MEC,BC-C,General,315
2023,1,VNRV,MEC,BC-C,Female,331
2023,1,VNRV,MEC,BC-D,General,183
2023,1,VNRV,MEC,BC-D,Female,210
2023,1,VNRV,MEC,BC-E,General,314
